,id,position,average_speed,total_laps,time,points,status,rider.id,rider.full_name,rider.country.iso,rider.country.name,rider.country.region_iso,rider.legacy_id,rider.number,team.id,team.name,team.legacy_id,team.season.id,team.season.year,team.season.current,constructor.id,constructor.name,constructor.legacy_id,gap.first,gap.lap,event_id,event_name
10,2055c1a5-fc7c-493f-9308-5f89fbfe959e,11.0,167.1,22,42:29.9100,5,INSTND,a73f8ef2-784f-4f52-8511-1d315fd3a459,Franco Morbidelli,IT,Italy,,7741,21,3da296f9-fa91-4d4f-8e8f-6298b1a9627c,Monster Energy Yamaha MotoGP,67,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,16.712,0,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
11,afee4059-b21b-4471-9121-fc8713f18b41,12.0,166.6,22,42:36.4140,4,INSTND,66ee98b2-239c-487f-8913-aab8493ce280,Maverick Viñales,ES,Spain,,7409,12,1e642629-5531-44fd-a271-798d740c00fb,Aprilia Racing,65,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,23.216,0,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
12,cda22f36-d64a-40e1-9677-df625837f59c,13.0,166.4,22,42:40.4810,3,INSTND,7b0687b0-90bd-4ad6-b157-8c66fb8a93cf,Luca Marini,IT,Italy,,8431,10,3bda0b31-3129-416d-ab70-1ae76e22b8d5,Mooney VR46 Racing Team,64,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,27.283,0,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
13,85cc6d47-c0ef-49cb-a5b6-f53d257a9979,14.0,166.4,22,42:40.5720,2,INSTND,06989a4b-12bc-4cb5-bad6-bb8dab9097f3,Andrea Dovizioso,IT,Italy,,5885,4,a41a8e1f-5b29-46b2-80e7-8a0ab6bf924e,WithU Yamaha RNF MotoGP Team,61,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,27.374,0,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
14,dc8a9273-d3e2-46dc-a8b1-4b333271956a,15.0,165.5,22,42:54.3050,1,INSTND,09bd7ecd-ee3f-4e20-8efa-c200f724c642,Remy Gardner,AU,Australia,,8513,87,d83ab410-4c8e-479b-97fb-40686536c278,Tech3 KTM Factory Racing,88,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,41.107,0,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
15,1aad97f1-4bec-4c1e-a765-c1b8f2b58716,16.0,165.5,22,42:54.3170,0,INSTND,e38443a0-a5f5-4616-825c-9db2adc24a55,Darryn Binder,ZA,South Africa,,8296,40,52eae362-5ebb-4400-8c03-942da97e617c,WithU Yamaha RNF MotoGP Team,77,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,41.119,0,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
16,63d731f5-d421-42a5-ab03-45e159b39c99,17.0,165.5,22,42:54.5470,0,INSTND,6c33de41-f014-4f17-8dc9-e6f36e61026a,Fabio Di Giannantonio,IT,Italy,,8539,49,44ddcab2-bd6e-4893-9976-cf382cfc9116,Gresini Racing MotoGP,82,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,41.349,0,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
17,affe81bf-b047-4b96-925f-5cbd9753338b,18.0,165.4,22,42:55.5550,0,INSTND,58448742-f520-466a-a1a1-bf3286cce9c3,Raul Fernandez,ES,Spain,,8269,25,d802c7e6-2e9a-47b6-855c-923458904d02,Tech3 KTM Factory Racing,69,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,42.357,0,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
18,c08b5457-b1cb-4d77-b79a-6840cd906086,,167.2,11,21:13.8350,0,OUTSTND,9cb55304-0ac1-401c-beb6-1a4f445018a4,Francesco Bagnaia,IT,Italy,,8273,63,d33c45c6-ea01-4dde-85df-4e43f527a00e,Ducati Lenovo Team,84,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,11,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
19,6da5f729-3a66-4dc5-8624-b0e2eb0496d6,,167.2,11,21:13.8000,0,OUTSTND,5cbd7eb6-ccfc-4b9f-aad1-ede25d394f7b,Jorge Martin,ES,Spain,,8146,89,8e4e557e-b895-447e-bae5-4252ec2ac108,Prima Pramac Racing,90,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,11,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
20,aefc0dda-c315-4de4-a925-ce25c7bc7b24,,166.9,10,19:19.8860,0,OUTSTND,1abd2de7-9046-4d0a-88e3-ad801dcc235b,Miguel Oliveira,PT,Portugal,,7199,88,a4e65cf0-a69c-4f97-8781-1864b0826b19,Red Bull KTM Factory Racing,89,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,0.000,12,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
21,7a02569d-9fe9-4899-a7e1-fa5dc0f8db49,,166.6,9,17:25.7820,0,OUTSTND,e7e4c72e-952e-4f64-8e8a-a47ff590fade,Alex Marquez,ES,Spain,,8173,73,14841302-a4a0-41bc-9071-618d19d0196d,LCR Honda CASTROL,86,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,0.000,13,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
22,55638c09-5608-4001-ba16-68744fc11d9b,,165.4,6,11:42.3060,0,OUTSTND,6e940243-5167-4cc3-a343-a74337369b94,Jack Miller,AU,Australia,,8049,43,4e10b734-1e8f-418f-a2d7-7178d2887366,Ducati Lenovo Team,80,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,16,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
23,55dc3421-da2f-4f7a-9926-38b32db781eb,,165.6,6,11:41.3210,0,OUTSTND,ab06dbae-7d6e-47c3-b63f-b7ac6b7d3bcd,Marco Bezzecchi,IT,Italy,,8688,72,6ddef163-59fe-4f82-90e8-e12bbd981c54,Mooney VR46 Racing Team,85,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,16,0561c82b-4738-4bb6-88d0-6df77f002a43,QAT
0,f294b403-7908-4d91-9806-6173e01fa0e4,1.0,154.2,20,33:27.2230,25,INSTND,1abd2de7-9046-4d0a-88e3-ad801dcc235b,Miguel Oliveira,PT,Portugal,,7199,88,a4e65cf0-a69c-4f97-8781-1864b0826b19,Red Bull KTM Factory Racing,89,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,0.000,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
1,66b44466-368f-483f-9359-db7cce0bc8a0,2.0,154.1,20,33:29.4280,20,INSTND,fcdd5500-a769-4ff4-8b9e-080d1849ff42,Fabio Quartararo,FR,France,,8520,20,841f623b-8c22-4885-b81f-f752923ab9ad,Monster Energy Yamaha MotoGP,66,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,2.205,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
2,6cf56599-88b0-4233-9947-ceaa2714de72,3.0,154.0,20,33:30.3810,16,INSTND,487440af-cfa9-478a-903b-4e893ee18d3a,Johann Zarco,FR,France,,7236,5,e37b36d6-3701-49cf-961f-7734b190d57f,Prima Pramac Racing,62,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,3.158,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
3,ad0903e7-aa7b-4af9-ae77-381200d6371a,4.0,153.8,20,33:32.8860,13,INSTND,6e940243-5167-4cc3-a343-a74337369b94,Jack Miller,AU,Australia,,8049,43,4e10b734-1e8f-418f-a2d7-7178d2887366,Ducati Lenovo Team,80,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,5.663,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
4,674b6310-7c5f-4e06-8600-59e987a4b988,5.0,153.7,20,33:34.2670,11,INSTND,56475aa3-f3d1-485a-b6db-ca1149e1b6fa,Alex Rins,ES,Spain,,8150,42,fe3e1100-ed6c-4da1-894d-feb381413d07,Team SUZUKI ECSTAR,79,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,e1824280-b485-4f63-b176-834bbf47aa1c,Suzuki,2,7.044,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
5,04f167f3-2f14-4d05-88d2-48c2facf7da3,6.0,153.6,20,33:35.0550,10,INSTND,9a441928-d1af-452d-afce-fa028c044932,Joan Mir,ES,Spain,,8141,36,e2c1ded7-1280-4096-a2fb-cae4e837ebf1,Team SUZUKI ECSTAR,76,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,e1824280-b485-4f63-b176-834bbf47aa1c,Suzuki,2,7.832,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
6,87b988fc-461b-4df1-bdef-1e3ef9b8087e,7.0,152.6,20,33:48.3380,9,INSTND,a73f8ef2-784f-4f52-8511-1d315fd3a459,Franco Morbidelli,IT,Italy,,7741,21,3da296f9-fa91-4d4f-8e8f-6298b1a9627c,Monster Energy Yamaha MotoGP,67,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,21.115,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
7,2e8a8063-5a5d-4668-9f18-c906e21094ab,8.0,151.8,20,33:59.6360,8,INSTND,ba579548-f026-402b-a607-38db5317d33f,Brad Binder,ZA,South Africa,,7646,33,06be669d-467c-4ca4-885d-27c22ccdcc49,Red Bull KTM Factory Racing,74,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,32.413,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
8,ef5cb3fa-40f3-4b5c-a5b0-a0583200cdde,9.0,151.8,20,33:59.8090,7,INSTND,4cff2dfb-2feb-4264-9a17-8a67189c204c,Aleix Espargaro,ES,Spain,,6854,41,e118eac7-8c41-4667-bb45-1a5d4b8341bc,Aprilia Racing,78,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,32.586,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
9,0584c3a9-b54b-4282-9cb6-c73b8ce31b53,10.0,151.7,20,34:00.1240,6,INSTND,e38443a0-a5f5-4616-825c-9db2adc24a55,Darryn Binder,ZA,South Africa,,8296,40,52eae362-5ebb-4400-8c03-942da97e617c,WithU Yamaha RNF MotoGP Team,77,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,32.901,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
10,22325800-7def-4879-ac54-da1bafdb33c7,11.0,151.7,20,34:00.3390,5,INSTND,ff225c9d-64a2-43ac-a70e-62cf385a85a1,Enea Bastianini,IT,Italy,,8295,23,a86166df-d247-4c80-a6eb-2a338e3475c7,Gresini Racing MotoGP,68,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,33.116,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
11,362be20d-dc7a-487e-8f76-94c6f94228ff,12.0,151.7,20,34:00.8220,4,INSTND,40c19361-abe5-46e8-bed9-b3fa648dd7ac,Pol Espargaro,ES,Spain,,7086,44,9c7b0420-682f-41dd-8176-84f8f6510720,Repsol Honda Team,81,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,33.599,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
12,b38bb9f7-63c3-4a66-9ea1-a833d5363340,13.0,151.7,20,34:00.9580,3,INSTND,e7e4c72e-952e-4f64-8e8a-a47ff590fade,Alex Marquez,ES,Spain,,8173,73,14841302-a4a0-41bc-9071-618d19d0196d,LCR Honda CASTROL,86,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,33.735,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
13,3320a542-3d0e-4295-b8ea-8927bc4d0dbb,14.0,151.6,20,34:02.2140,2,INSTND,7b0687b0-90bd-4ad6-b157-8c66fb8a93cf,Luca Marini,IT,Italy,,8431,10,3bda0b31-3129-416d-ab70-1ae76e22b8d5,Mooney VR46 Racing Team,64,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,34.991,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
14,27789708-a101-447d-be30-60b389d238e2,15.0,151.5,20,34:02.9860,1,INSTND,9cb55304-0ac1-401c-beb6-1a4f445018a4,Francesco Bagnaia,IT,Italy,,8273,63,d33c45c6-ea01-4dde-85df-4e43f527a00e,Ducati Lenovo Team,84,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,35.763,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
15,2cbc728b-d796-4715-9cea-41ce92d20661,16.0,151.4,20,34:04.6200,0,INSTND,66ee98b2-239c-487f-8913-aab8493ce280,Maverick Viñales,ES,Spain,,7409,12,1e642629-5531-44fd-a271-798d740c00fb,Aprilia Racing,65,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,37.397,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
16,4c692795-8d68-4187-b036-2d3aeb9fc923,17.0,151.1,20,34:09.1980,0,INSTND,58448742-f520-466a-a1a1-bf3286cce9c3,Raul Fernandez,ES,Spain,,8269,25,d802c7e6-2e9a-47b6-855c-923458904d02,Tech3 KTM Factory Racing,69,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,41.975,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
17,be6d01ea-c6f3-469e-8ccc-c90a294ff3de,18.0,150.6,20,34:15.1380,0,INSTND,6c33de41-f014-4f17-8dc9-e6f36e61026a,Fabio Di Giannantonio,IT,Italy,,8539,49,44ddcab2-bd6e-4893-9976-cf382cfc9116,Gresini Racing MotoGP,82,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,47.915,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
18,aee5ae36-705b-4088-b069-883b2bb3c71e,19.0,150.5,20,34:16.6940,0,INSTND,201ae7a4-0dc7-4191-be71-d91ac0330090,Takaaki Nakagami,JP,Japan,,6976,30,f40f6cc8-a4c3-44e4-a2e8-3e93d9a64f8c,LCR Honda IDEMITSU,72,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,3a036648-7b14-4257-8c62-245e47e4d42b,Honda,1,49.471,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
19,0d385ce1-fe95-4679-b728-3217111173a7,20.0,150.5,20,34:16.6960,0,INSTND,ab06dbae-7d6e-47c3-b63f-b7ac6b7d3bcd,Marco Bezzecchi,IT,Italy,,8688,72,6ddef163-59fe-4f82-90e8-e12bbd981c54,Mooney VR46 Racing Team,85,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,49.473,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
20,ca10157b-a5a2-4610-8a99-1399d4aa5085,21.0,150.0,20,34:23.1870,0,INSTND,09bd7ecd-ee3f-4e20-8efa-c200f724c642,Remy Gardner,AU,Australia,,8513,87,d83ab410-4c8e-479b-97fb-40686536c278,Tech3 KTM Factory Racing,88,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,55.964,0,0964b830-bed9-48be-9abe-fb44195f97eb,INA
21,9688fbc5-a814-4c47-abff-025b9d39de68,,150.2,7,12:01.1260,0,OUTSTND,5cbd7eb6-ccfc-4b9f-aad1-ede25d394f7b,Jorge Martin,ES,Spain,,8146,89,8e4e557e-b895-447e-bae5-4252ec2ac108,Prima Pramac Racing,90,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.000,13,0964b830-bed9-48be-9abe-fb44195f97eb,INA
22,24b761e4-7ac1-4667-8175-9d4c2869c9af,,148.2,6,10:26.6370,0,OUTSTND,06989a4b-12bc-4cb5-bad6-bb8dab9097f3,Andrea Dovizioso,IT,Italy,,5885,4,a41a8e1f-5b29-46b2-80e7-8a0ab6bf924e,WithU Yamaha RNF MotoGP Team,61,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,0.000,14,0964b830-bed9-48be-9abe-fb44195f97eb,INA
0,106a9822-b9c4-415d-b532-c0f8682330a8,1.0,173.2,25,41:36.1980,25,INSTND,4cff2dfb-2feb-4264-9a17-8a67189c204c,Aleix Espargaro,ES,Spain,,6854,41,e118eac7-8c41-4667-bb45-1a5d4b8341bc,Aprilia Racing,78,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,0.000,0,d05f42a3-4b65-4d04-9612-fd148880750e,ARG
1,d3336bf6-326e-4bb3-ab44-a456182de4cd,2.0,173.2,25,41:37.0050,20,INSTND,5cbd7eb6-ccfc-4b9f-aad1-ede25d394f7b,Jorge Martin,ES,Spain,,8146,89,8e4e557e-b895-447e-bae5-4252ec2ac108,Prima Pramac Racing,90,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,0.807,0,d05f42a3-4b65-4d04-9612-fd148880750e,ARG
2,1612284d-2d08-4fd8-be0e-2eb0b68b4aae,3.0,173.1,25,41:37.5280,16,INSTND,56475aa3-f3d1-485a-b6db-ca1149e1b6fa,Alex Rins,ES,Spain,,8150,42,fe3e1100-ed6c-4da1-894d-feb381413d07,Team SUZUKI ECSTAR,79,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,e1824280-b485-4f63-b176-834bbf47aa1c,Suzuki,2,1.330,0,d05f42a3-4b65-4d04-9612-fd148880750e,ARG
3,4495f6b2-c8b8-4b29-9971-5bf5cbd0a066,4.0,173.1,25,41:38.0290,13,INSTND,9a441928-d1af-452d-afce-fa028c044932,Joan Mir,ES,Spain,,8141,36,e2c1ded7-1280-4096-a2fb-cae4e837ebf1,Team SUZUKI ECSTAR,76,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,e1824280-b485-4f63-b176-834bbf47aa1c,Suzuki,2,1.831,0,d05f42a3-4b65-4d04-9612-fd148880750e,ARG
4,3b60b37a-cf9f-4cdd-9792-f4c548d20bb1,5.0,172.8,25,41:42.0380,11,INSTND,9cb55304-0ac1-401c-beb6-1a4f445018a4,Francesco Bagnaia,IT,Italy,,8273,63,d33c45c6-ea01-4dde-85df-4e43f527a00e,Ducati Lenovo Team,84,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,b9d93efb-3cd0-4681-9de4-c412a866d568,Ducati,110,5.840,0,d05f42a3-4b65-4d04-9612-fd148880750e,ARG
5,d40d8bde-6f74-41f0-b60d-6108a369c496,6.0,172.8,25,41:42.3900,10,INSTND,ba579548-f026-402b-a607-38db5317d33f,Brad Binder,ZA,South Africa,,7646,33,06be669d-467c-4ca4-885d-27c22ccdcc49,Red Bull KTM Factory Racing,74,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,be77c017-cc37-41eb-aa09-2977f1789b0f,KTM,298,6.192,0,d05f42a3-4b65-4d04-9612-fd148880750e,ARG
6,30ddb710-e3e8-4b5b-a5d4-ea87d9b63fc6,7.0,172.8,25,41:42.7380,9,INSTND,66ee98b2-239c-487f-8913-aab8493ce280,Maverick Viñales,ES,Spain,,7409,12,1e642629-5531-44fd-a271-798d740c00fb,Aprilia Racing,65,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,10d5e2bc-4b0b-4875-b936-3962fbb1b877,Aprilia,7,6.540,0,d05f42a3-4b65-4d04-9612-fd148880750e,ARG
7,dee3897c-22cc-4912-96b8-c7fbd079d866,8.0,172.5,25,41:46.4130,8,INSTND,fcdd5500-a769-4ff4-8b9e-080d1849ff42,Fabio Quartararo,FR,France,,8520,20,841f623b-8c22-4885-b81f-f752923ab9ad,Monster Energy Yamaha MotoGP,66,db8dc197-c7b2-4c1b-b3a4-6dc534c014ef,2022,False,babb4c4c-3608-4811-93ad-3b88cc407547,Yamaha,3,10.215,0,d05f42a3-4b65-4d04-9612-fd148880750e,ARG
